PV_name,values,py_data_type
LAS:FS4:CNT:FQSR_deadIfZero,0,<class 'int'>
LAS:FS4:CNT:FQ:RESET,0,<class 'int'>
LAS:FS4:CNT:FQ:SET_IMPEDANCE,0,<class 'int'>
LAS:FS4:CNT:FQ:SET_COUPLING,0,<class 'int'>
LAS:FS4:CNT:FQ:SET_NOISE_REJ,0,<class 'int'>
LAS:FS4:CNT:FQ:GET_AUTO_LEVEL,1,<class 'int'>
IOC:LAS:XCS:CTR:01ACCESS,0,<class 'int'>
IOC:LAS:XCS:CTR:01FBCK,2,<class 'int'>
IOC:LAS:XCS:CTR:01:ACCESS,0,<class 'int'>
LAS:FS4:CNT:FQSR_rebootStatus,0,<class 'int'>
LAS:FS4:CNT:FQSR_status,0,<class 'int'>
LAS:FS4:CNT:FQSR_0_Status,0,<class 'int'>
LAS:FS4:CNT:FQSR_1_Status,0,<class 'int'>
LAS:FS4:CNT:FQSR_2_Status,0,<class 'int'>
LAS:FS4:CNT:FQSR_3_Status,0,<class 'int'>
LAS:FS4:CNT:FQSR_4_Status,0,<class 'int'>
LAS:FS4:CNT:FQSR_5_Status,0,<class 'int'>
LAS:FS4:CNT:FQSR_6_Status,0,<class 'int'>
LAS:FS4:CNT:FQSR_7_Status,0,<class 'int'>
LAS:FS4:CNT:FQ:SET_AUTO_LEVEL,65535,<class 'int'>
IOC:LAS:XCS:CTR:01:CA_UPD_TIME,15.0,<class 'float'>
IOC:LAS:XCS:CTR:01:FD_UPD_TIME,20.0,<class 'float'>
IOC:LAS:XCS:CTR:01:LOAD_UPD_TIME,10.0,<class 'float'>
IOC:LAS:XCS:CTR:01:MEM_UPD_TIME,10.0,<class 'float'>
LAS:FS4:CNT:FQ:SET_TRIG_LEVEL,-0.0100024417,<class 'float'>
LAS:FS4:CNT:FQ:SET_TRIG_PERCENT,50.0,<class 'float'>
LAS:FS4:CNT:FQ:AsynIO,0,<class 'int'>
LAS:FS4:CNT:FQ:UPDATE,0,<class 'int'>
LAS:FS4:CNT:FQ:GET_IMPEDANCE,0,<class 'int'>
LAS:FS4:CNT:FQ:GET_COUPLING,0,<class 'int'>
LAS:FS4:CNT:FQ:GET_NOISE_REJ,0,<class 'int'>
IOC:LAS:XCS:CTR:01:SCANONCE_Q_HIGHPER,0.1,<class 'float'>
IOC:LAS:XCS:CTR:01:SCANONCE_Q_USEDPER,0.0,<class 'float'>
IOC:LAS:XCS:CTR:01:CBLOW_Q_HIGHPER,0.2,<class 'float'>
IOC:LAS:XCS:CTR:01:CBLOW_Q_USEDPER,0.0,<class 'float'>
IOC:LAS:XCS:CTR:01:CBMEDIUM_Q_HIGHPER,0.0,<class 'float'>
IOC:LAS:XCS:CTR:01:CBMEDIUM_Q_USEDPER,0.0,<class 'float'>
IOC:LAS:XCS:CTR:01:CBHIGH_Q_HIGHPER,0.0,<class 'float'>
IOC:LAS:XCS:CTR:01:CBHIGH_Q_USEDPER,0.0,<class 'float'>
IOC:LAS:XCS:CTR:01:System_CLUST_AVAIL_0,0.0,<class 'float'>
IOC:LAS:XCS:CTR:01:System_CLUST_AVAIL_1,0.0,<class 'float'>
LAS:FS4:CNT:FQSR_0_State,0,<class 'int'>
LAS:FS4:CNT:FQSR_1_State,0,<class 'int'>
LAS:FS4:CNT:FQSR_2_State,0,<class 'int'>
LAS:FS4:CNT:FQSR_3_State,0,<class 'int'>
LAS:FS4:CNT:FQSR_4_State,0,<class 'int'>
LAS:FS4:CNT:FQSR_5_State,0,<class 'int'>
LAS:FS4:CNT:FQSR_6_State,0,<class 'int'>
LAS:FS4:CNT:FQSR_7_State,0,<class 'int'>
IOC:LAS:XCS:CTR:01:READACF,0.0,<class 'float'>
IOC:LAS:XCS:CTR:01:SYSRESET,0.0,<class 'float'>
IOC:LAS:XCS:CTR:01:SysReset,0.0,<class 'float'>
IOC:LAS:XCS:CTR:01:RECORD_CNT,145.0,<class 'float'>
IOC:LAS:XCS:CTR:01:FD_MAX,1024.0,<class 'float'>
IOC:LAS:XCS:CTR:01:CPU_CNT,4.0,<class 'float'>
IOC:LAS:XCS:CTR:01:SUSP_TASK_CNT,0.0,<class 'float'>
IOC:LAS:XCS:CTR:01:MEM_MAX,4029169664.0,<class 'float'>
IOC:LAS:XCS:CTR:01:PROCESS_ID,4789.0,<class 'float'>
IOC:LAS:XCS:CTR:01:PARENT_ID,4575.0,<class 'float'>
IOC:LAS:XCS:CTR:01:SCANONCE_Q_SIZE,1000.0,<class 'float'>
IOC:LAS:XCS:CTR:01:CB_Q_SIZE,2000.0,<class 'float'>
IOC:LAS:XCS:CTR:01:SCANONCE_Q_HIGH,1.0,<class 'float'>
IOC:LAS:XCS:CTR:01:SCANONCE_Q_USED,0.0,<class 'float'>
IOC:LAS:XCS:CTR:01:SCANONCE_Q_OVERRUNS,0.0,<class 'float'>
IOC:LAS:XCS:CTR:01:CBLOW_Q_HIGH,4.0,<class 'float'>
IOC:LAS:XCS:CTR:01:CBLOW_Q_USED,0.0,<class 'float'>
IOC:LAS:XCS:CTR:01:CBLOW_Q_OVERRUNS,0.0,<class 'float'>
IOC:LAS:XCS:CTR:01:CBMEDIUM_Q_HIGH,0.0,<class 'float'>
IOC:LAS:XCS:CTR:01:CBMEDIUM_Q_USED,0.0,<class 'float'>
IOC:LAS:XCS:CTR:01:CBMEDIUM_Q_OVERRUNS,0.0,<class 'float'>
IOC:LAS:XCS:CTR:01:CBHIGH_Q_HIGH,0.0,<class 'float'>
IOC:LAS:XCS:CTR:01:CBHIGH_Q_USED,0.0,<class 'float'>
IOC:LAS:XCS:CTR:01:CBHIGH_Q_OVERRUNS,0.0,<class 'float'>
IOC:LAS:XCS:CTR:01:CLUST_1_0_0,0.0,<class 'float'>
IOC:LAS:XCS:CTR:01:CLUST_1_0_1,0.0,<class 'float'>
IOC:LAS:XCS:CTR:01:CLUST_1_0_2,0.0,<class 'float'>
IOC:LAS:XCS:CTR:01:CLUST_1_0_3,0.0,<class 'float'>
IOC:LAS:XCS:CTR:01:CLUST_1_1_0,0.0,<class 'float'>
IOC:LAS:XCS:CTR:01:CLUST_1_1_1,0.0,<class 'float'>
IOC:LAS:XCS:CTR:01:CLUST_1_1_2,0.0,<class 'float'>
IOC:LAS:XCS:CTR:01:CLUST_1_1_3,0.0,<class 'float'>
LAS:FS4:CNT:FQ:FREQ_RBCK_RAW,9.91e+37,<class 'float'>
LAS:FS4:CNT:FQ:FREQ_RBCK,68000814.4070234,<class 'float'>
LAS:FS4:CNT:FQ:GET_TRIG_LEVEL,-0.00500122085,<class 'float'>
LAS:FS4:CNT:FQ:GET_TRIG_PERCENT,50.0,<class 'float'>
IOC:LAS:XCS:CTR:01:STARTTOD,05.07.2023 14:59:12,<class 'str'>
IOC:LAS:XCS:CTR:01:ST_SCRIPT1,./st.cmd,<class 'str'>
IOC:LAS:XCS:CTR:01:ST_SCRIPT2,,<class 'str'>
IOC:LAS:XCS:CTR:01:KERNEL_VERS,Linux 2.6.18-164.15.1.el5 x86_64,<class 'str'>
IOC:LAS:XCS:CTR:01:EPICS_VERS,EPICS R7.0.3.1-2.0.1,<class 'str'>
IOC:LAS:XCS:CTR:01:HOSTNAME,ioc-las-xcs-srv04,<class 'str'>
IOC:LAS:XCS:CTR:01:APP_DIR1,/reg/g/pcds/epics/ioc/las/agilent5322/R,<class 'str'>
IOC:LAS:XCS:CTR:01:APP_DIR2,1.0.4/build/iocBoot/ioc-las-xcs-ctr-01,<class 'str'>
IOC:LAS:XCS:CTR:01:ENGINEER,Sameen Yunus (sfsyunus),<class 'str'>
IOC:LAS:XCS:CTR:01:LOCATION,XCS Laser Locker Frequency Counter,<class 'str'>
LAS:FS4:CNT:FQ:IDENTITY,"Agilent Technologies,53210A,MY50002138,",<class 'str'>
LAS:FS4:CNT:FQ:PROTOCOL_RBV,53210A,<class 'str'>
