PV_name,values,py_data_type
IOC:LAS:XCS:SMC100:01:SR_6_Status,0,<class 'int'>
IOC:LAS:XCS:SMC100:01:SR_7_Status,0,<class 'int'>
IOC:LAS:XCS:SMC100:01:SR_rebootStatus,4,<class 'int'>
IOC:LAS:XCS:SMC100:01:SR_status,4,<class 'int'>
IOC:LAS:XCS:SMC100:01ACCESS,0,<class 'int'>
IOC:LAS:XCS:SMC100:01FBCK,2,<class 'int'>
IOC:LAS:XCS:SMC100:01:APP_DIR1,/reg/g/pcds/epics/ioc/common/smc100/R1.,<class 'str'>
IOC:LAS:XCS:SMC100:01:APP_DIR2,0.1,<class 'str'>
IOC:LAS:XCS:SMC100:01:BOOTLINE1,<Unimplemented>,<class 'str'>
IOC:LAS:XCS:SMC100:01:BOOTLINE2,,<class 'str'>
IOC:LAS:XCS:SMC100:01:BOOTLINE3,,<class 'str'>
IOC:LAS:XCS:SMC100:01:BOOTLINE4,,<class 'str'>
IOC:LAS:XCS:SMC100:01:BOOTLINE5,,<class 'str'>
IOC:LAS:XCS:SMC100:01:BOOTLINE6,,<class 'str'>
IOC:LAS:XCS:SMC100:01:BSP_REV,<Unimplemented>,<class 'str'>
IOC:LAS:XCS:SMC100:01:EPICS_VERS,EPICS R3.14.12.2-0.1.0 $Date: Mon 2011-,<class 'str'>
IOC:LAS:XCS:SMC100:01:HOSTNAME,ioc-las-xcs-srv04,<class 'str'>
IOC:LAS:XCS:SMC100:01:KERNEL_VERS,<Unimplemented>,<class 'str'>
IOC:LAS:XCS:SMC100:01:STARTTOD,07/05/2023 14:59:13,<class 'str'>
IOC:LAS:XCS:SMC100:01:ST_SCRIPT1,var startup not found,<class 'str'>
IOC:LAS:XCS:SMC100:01:ST_SCRIPT2,var st not found,<class 'str'>
IOC:LAS:XCS:SMC100:01:SR_0_Name,ioc-las-xcs-smc100-01,<class 'str'>
IOC:LAS:XCS:SMC100:01:SR_0_StatusStr,Ok,<class 'str'>
IOC:LAS:XCS:SMC100:01:SR_0_Time,Fri Oct 20 12:15:42,<class 'str'>
IOC:LAS:XCS:SMC100:01:SR_1_Name,Not In Use,<class 'str'>
IOC:LAS:XCS:SMC100:01:SR_1_StatusStr,Status unknown,<class 'str'>
IOC:LAS:XCS:SMC100:01:SR_1_Time,Not yet saved,<class 'str'>
IOC:LAS:XCS:SMC100:01:SR_2_Name,Not In Use,<class 'str'>
IOC:LAS:XCS:SMC100:01:SR_2_StatusStr,Status unknown,<class 'str'>
IOC:LAS:XCS:SMC100:01:SR_2_Time,Not yet saved,<class 'str'>
IOC:LAS:XCS:SMC100:01:SR_3_Name,Not In Use,<class 'str'>
IOC:LAS:XCS:SMC100:01:SR_3_StatusStr,Status unknown,<class 'str'>
IOC:LAS:XCS:SMC100:01:SR_3_Time,Not yet saved,<class 'str'>
IOC:LAS:XCS:SMC100:01:SR_4_Name,Not In Use,<class 'str'>
IOC:LAS:XCS:SMC100:01:SR_4_StatusStr,Status unknown,<class 'str'>
IOC:LAS:XCS:SMC100:01:SR_4_Time,Not yet saved,<class 'str'>
IOC:LAS:XCS:SMC100:01:SR_5_Name,Not In Use,<class 'str'>
IOC:LAS:XCS:SMC100:01:SR_5_StatusStr,Status unknown,<class 'str'>
IOC:LAS:XCS:SMC100:01:SR_5_Time,Not yet saved,<class 'str'>
IOC:LAS:XCS:SMC100:01:SR_6_Name,Not In Use,<class 'str'>
IOC:LAS:XCS:SMC100:01:SR_6_StatusStr,Status unknown,<class 'str'>
IOC:LAS:XCS:SMC100:01:SR_6_Time,Not yet saved,<class 'str'>
IOC:LAS:XCS:SMC100:01:SR_7_Name,Not In Use,<class 'str'>
IOC:LAS:XCS:SMC100:01:SR_7_StatusStr,Status unknown,<class 'str'>
IOC:LAS:XCS:SMC100:01:SR_7_Time,Not yet saved,<class 'str'>
IOC:LAS:XCS:SMC100:01:SR_rebootStatusStr,Ok,<class 'str'>
IOC:LAS:XCS:SMC100:01:SR_rebootTime,Wed Jul 05 02:59:13,<class 'str'>
IOC:LAS:XCS:SMC100:01:SR_statusStr,Ok,<class 'str'>
LAS:FS4:MMN:FQ:FW_MEANS,+,<class 'str'>
LAS:FS4:MMN:FQ:MODEL,NA,<class 'str'>
LAS:FS4:MMN:FQ:REV_MEANS,-,<class 'str'>
IOC:LAS:XCS:SMC100:01:READACF,0.0,<class 'float'>
IOC:LAS:XCS:SMC100:01:SYSRESET,0.0,<class 'float'>
LAS:FS4:MMN:FQ,0.1005,<class 'float'>
