PV_name,values,py_data_type
IOC:LAS:LHN:SR620:04:GTIM_ERR_CNT,54,<class 'int'>
LAS:FS14:CNT:TI:GetRefLvlAmp,1,<class 'int'>
LAS:FS14:CNT:TI:A:GetInputCoupl,0,<class 'int'>
LAS:FS14:CNT:TI:B:GetInputCoupl,0,<class 'int'>
LAS:FS14:CNT:TI:A:GetTrigMode,0,<class 'int'>
LAS:FS14:CNT:TI:B:GetTrigMode,0,<class 'int'>
LAS:FS14:CNT:TI:EXT:GetTrigSlope,0,<class 'int'>
LAS:FS14:CNT:TI:A:GetTrigSlope,0,<class 'int'>
LAS:FS14:CNT:TI:B:GetTrigSlope,0,<class 'int'>
LAS:FS14:CNT:TI:GetAutoMeasMode,1,<class 'int'>
LAS:FS14:CNT:TI:GetVarianceType,0,<class 'int'>
LAS:FS14:CNT:TI:GetAutoprintMode,0,<class 'int'>
LAS:FS14:CNT:TI:GetGraphEnable,1,<class 'int'>
LAS:FS14:CNT:TI:GetPrintingDevice,0,<class 'int'>
LAS:FS14:CNT:TI:GetPlotterPort,0,<class 'int'>
LAS:FS14:CNT:TI:GetExpandMode,0,<class 'int'>
LAS:FS14:CNT:TI:GetClockSource,1,<class 'int'>
LAS:FS14:CNT:TI:GetClockFreq,0,<class 'int'>
LAS:FS14:CNT:TI:GetOpComplete,0,<class 'int'>
LAS:FS14:CNT:TI:DispOffsetInvMeas,1,<class 'int'>
IOC:LAS:LHN:SR620:04:SCANONCE_Q_HIGHPER,0.1,<class 'float'>
IOC:LAS:LHN:SR620:04:SCANONCE_Q_USEDPER,0.0,<class 'float'>
IOC:LAS:LHN:SR620:04:CBLOW_Q_HIGHPER,3.35,<class 'float'>
IOC:LAS:LHN:SR620:04:CBLOW_Q_USEDPER,0.0,<class 'float'>
IOC:LAS:LHN:SR620:04:CBMEDIUM_Q_HIGHPER,0.0,<class 'float'>
IOC:LAS:LHN:SR620:04:CBMEDIUM_Q_USEDPER,0.0,<class 'float'>
IOC:LAS:LHN:SR620:04:CBHIGH_Q_HIGHPER,0.0,<class 'float'>
IOC:LAS:LHN:SR620:04:CBHIGH_Q_USEDPER,0.0,<class 'float'>
IOC:LAS:LHN:SR620:04:SCANMON_SEVR,0.0,<class 'float'>
LAS:FS14:CNT:TI:GetOffsetInvMeasMean,5.271310000000006e-06,<class 'float'>
LAS:FS14:CNT:TI:GetOffsetInvMeasMax,5.264643000000001e-06,<class 'float'>
LAS:FS14:CNT:TI:GetOffsetInvMeasMin,5.277878000000006e-06,<class 'float'>
IOC:LAS:LHN:SR620:04:SR_0_State,4,<class 'int'>
IOC:LAS:LHN:SR620:04:SR_1_State,0,<class 'int'>
IOC:LAS:LHN:SR620:04:SR_2_State,0,<class 'int'>
IOC:LAS:LHN:SR620:04:SR_3_State,0,<class 'int'>
IOC:LAS:LHN:SR620:04:SR_4_State,0,<class 'int'>
IOC:LAS:LHN:SR620:04:SR_5_State,0,<class 'int'>
IOC:LAS:LHN:SR620:04:SR_6_State,0,<class 'int'>
IOC:LAS:LHN:SR620:04:SR_7_State,0,<class 'int'>
IOC:LAS:LHN:SR620:04:READACF,0.0,<class 'float'>
IOC:LAS:LHN:SR620:04:SYSRESET,0.0,<class 'float'>
IOC:LAS:LHN:SR620:04:SysReset,0.0,<class 'float'>
IOC:LAS:LHN:SR620:04:CA_CLNT_CNT,5.0,<class 'float'>
IOC:LAS:LHN:SR620:04:RECORD_CNT,328.0,<class 'float'>
IOC:LAS:LHN:SR620:04:FD_MAX,1024.0,<class 'float'>
IOC:LAS:LHN:SR620:04:CPU_CNT,32.0,<class 'float'>
IOC:LAS:LHN:SR620:04:SUSP_TASK_CNT,0.0,<class 'float'>
IOC:LAS:LHN:SR620:04:MEM_USED,85127168.0,<class 'float'>
IOC:LAS:LHN:SR620:04:MEM_MAX,67453345792.0,<class 'float'>
IOC:LAS:LHN:SR620:04:PROCESS_ID,5351.0,<class 'float'>
IOC:LAS:LHN:SR620:04:PARENT_ID,4997.0,<class 'float'>
IOC:LAS:LHN:SR620:04:SCANONCE_Q_SIZE,1000.0,<class 'float'>
IOC:LAS:LHN:SR620:04:CB_Q_SIZE,2000.0,<class 'float'>
IOC:LAS:LHN:SR620:04:SCANONCE_Q_HIGH,1.0,<class 'float'>
IOC:LAS:LHN:SR620:04:SCANONCE_Q_USED,0.0,<class 'float'>
IOC:LAS:LHN:SR620:04:SCANONCE_Q_OVERRUNS,0.0,<class 'float'>
IOC:LAS:LHN:SR620:04:CBLOW_Q_HIGH,67.0,<class 'float'>
IOC:LAS:LHN:SR620:04:CBLOW_Q_USED,0.0,<class 'float'>
IOC:LAS:LHN:SR620:04:CBLOW_Q_OVERRUNS,0.0,<class 'float'>
IOC:LAS:LHN:SR620:04:CBMEDIUM_Q_HIGH,0.0,<class 'float'>
IOC:LAS:LHN:SR620:04:CBMEDIUM_Q_USED,0.0,<class 'float'>
IOC:LAS:LHN:SR620:04:CBMEDIUM_Q_OVERRUNS,0.0,<class 'float'>
IOC:LAS:LHN:SR620:04:CBHIGH_Q_HIGH,0.0,<class 'float'>
IOC:LAS:LHN:SR620:04:CBHIGH_Q_USED,0.0,<class 'float'>
IOC:LAS:LHN:SR620:04:CBHIGH_Q_OVERRUNS,0.0,<class 'float'>
LAS:FS14:CNT:TI:EXT:GetTrigThreshold,1.7,<class 'float'>
LAS:FS14:CNT:TI:A:GetTrigThreshold,-0.2,<class 'float'>
LAS:FS14:CNT:TI:B:GetTrigThreshold,-0.2,<class 'float'>
LAS:FS14:CNT:TI:GetGatePeriod,1.0,<class 'float'>
LAS:FS14:CNT:TI:GetSampleSize,10.0,<class 'float'>
LAS:FS14:CNT:TI:StartMeasGetMean,0.0,<class 'float'>
LAS:FS14:CNT:TI:StartMeasGetJitter,0.0,<class 'float'>
LAS:FS14:CNT:TI:StartMeasGetMax,0.0,<class 'float'>
LAS:FS14:CNT:TI:StartMeasGetMin,0.0,<class 'float'>
LAS:FS14:CNT:TI:GetMeasMean,4.472869e-05,<class 'float'>
LAS:FS14:CNT:TI:GetMeasJitter,4.91e-09,<class 'float'>
LAS:FS14:CNT:TI:GetMeasMax,4.4735357e-05,<class 'float'>
LAS:FS14:CNT:TI:GetMeasMin,4.4722122e-05,<class 'float'>
LAS:FS14:CNT:TI:GetDispREL,0.0,<class 'float'>
LAS:FS14:CNT:TI:GetDelayStartPos,1.0,<class 'float'>
LAS:FS14:CNT:TI:GetDelayScanStepSize,1e-06,<class 'float'>
LAS:FS14:CNT:TI:GetScanHoldTime,0.01,<class 'float'>
LAS:FS14:CNT:TI:GetLastScanPoint,0.0,<class 'float'>
LAS:FS14:CNT:TI:DAC0:GetScanStartV,0.0,<class 'float'>
LAS:FS14:CNT:TI:DAC1:GetScanStartV,0.0,<class 'float'>
LAS:FS14:CNT:TI:DAC0:GetOutputV,8.0,<class 'float'>
LAS:FS14:CNT:TI:DAC1:GetOutputV,0.24,<class 'float'>
LAS:FS14:CNT:TI:DAC0:GetScanStepSize,0.0,<class 'float'>
LAS:FS14:CNT:TI:DAC1:GetScanStepSize,0.0,<class 'float'>
LAS:FS14:CNT:TI:GetCursorPosition,0.0,<class 'float'>
LAS:FS14:CNT:TI:GetGraphScaleHistV,100.0,<class 'float'>
LAS:FS14:CNT:TI:GetGraphScaleHistH,5e-06,<class 'float'>
LAS:FS14:CNT:TI:GetGraphScaleHistB,50.0,<class 'float'>
LAS:FS14:CNT:TI:GetGraphScaleMean,1e-07,<class 'float'>
LAS:FS14:CNT:TI:GetGraphScaleJitter,2e-08,<class 'float'>
LAS:FS14:CNT:TI:GetPlotterAddress,5.0,<class 'float'>
LAS:FS14:CNT:TI:GetLastKeyPressed,25.0,<class 'float'>
LAS:FS14:CNT:TI:GetPortByte,0.0,<class 'float'>
LAS:FS14:CNT:TI:MeasOffset,5e-05,<class 'float'>
IOC:LAS:LHN:SR620:04:STARTTOD,08/29/2023 16:57:38,<class 'str'>
IOC:LAS:LHN:SR620:04:ST_SCRIPT1,./st.cmd,<class 'str'>
IOC:LAS:LHN:SR620:04:ST_SCRIPT2,,<class 'str'>
IOC:LAS:LHN:SR620:04:KERNEL_VERS,Linux 3.10.0-1160.2.2.el7.x86_64 x86_64,<class 'str'>
IOC:LAS:LHN:SR620:04:EPICS_VERS,EPICS R7.0.2.2-2.0.1,<class 'str'>
IOC:LAS:LHN:SR620:04:HOSTNAME,ctl-las-lhn-04,<class 'str'>
IOC:LAS:LHN:SR620:04:APP_DIR1,/reg/g/pcds/epics/ioc/las/sr620/R1.1.2/,<class 'str'>
IOC:LAS:LHN:SR620:04:APP_DIR2,build/iocBoot/ioc-las-lhn-sr620-04,<class 'str'>
IOC:LAS:LHN:SR620:04:ENGINEER,Sameen Yunus (sfsyunus),<class 'str'>
IOC:LAS:LHN:SR620:04:LOCATION,LAS:FS14:IOC:CNT:TI,<class 'str'>
IOC:LAS:LHN:SR620:04:GTIM_CUR_SRC,OS Clock,<class 'str'>
IOC:LAS:LHN:SR620:04:GTIM_EVT_SRC,No working providers,<class 'str'>
IOC:LAS:LHN:SR620:04:GTIM_HI_SRC,OS Clock,<class 'str'>
IOC:LAS:LHN:SR620:04:CA_ADDR_LIST,,<class 'str'>
IOC:LAS:LHN:SR620:04:CA_CONN_TIME,10.0,<class 'str'>
IOC:LAS:LHN:SR620:04:CA_AUTO_ADDR,YES,<class 'str'>
IOC:LAS:LHN:SR620:04:CA_RPTR_PORT,5065,<class 'str'>
IOC:LAS:LHN:SR620:04:CA_SRVR_PORT,5064,<class 'str'>
IOC:LAS:LHN:SR620:04:CA_MAX_ARRAY,4000000,<class 'str'>
IOC:LAS:LHN:SR620:04:CA_SRCH_TIME,60.0,<class 'str'>
IOC:LAS:LHN:SR620:04:CA_BEAC_TIME,5.0,<class 'str'>
IOC:LAS:LHN:SR620:04:CAS_SRVR_PORT,,<class 'str'>
IOC:LAS:LHN:SR620:04:CAS_AUTO_ADDR,,<class 'str'>
IOC:LAS:LHN:SR620:04:CAS_ADDR_LIST,,<class 'str'>
IOC:LAS:LHN:SR620:04:CAS_BEACON_PERIOD,5.0,<class 'str'>
IOC:LAS:LHN:SR620:04:CAS_BEACON_PORT,,<class 'str'>
IOC:LAS:LHN:SR620:04:CAS_ADDR_INTF_LIST,,<class 'str'>
IOC:LAS:LHN:SR620:04:CAS_ADDR_IGNORE_LIST,,<class 'str'>
IOC:LAS:LHN:SR620:04:TS_NTP_INET,psntp.slac.stanford.edu,<class 'str'>
IOC:LAS:LHN:SR620:04:IOC_LOG_PORT,7004,<class 'str'>
IOC:LAS:LHN:SR620:04:IOC_LOG_INET,ctl-logsrv01.pcdsn,<class 'str'>
IOC:LAS:LHN:SR620:04:PVA_ADDR_LIST,,<class 'str'>
IOC:LAS:LHN:SR620:04:PVA_AUTO_ADDR,TRUE,<class 'str'>
IOC:LAS:LHN:SR620:04:PVA_BEACON_PERIOD,15.0,<class 'str'>
IOC:LAS:LHN:SR620:04:PVA_BROADCAST_PORT,5076,<class 'str'>
IOC:LAS:LHN:SR620:04:PVA_CONN_TMO,30.0,<class 'str'>
IOC:LAS:LHN:SR620:04:PVA_DEBUG,0,<class 'str'>
IOC:LAS:LHN:SR620:04:PVA_SERVER_PORT,5075,<class 'str'>
IOC:LAS:LHN:SR620:04:PVAS_AUTO_BEACON_ADDR_LIST,TRUE,<class 'str'>
IOC:LAS:LHN:SR620:04:PVAS_BEACON_ADDR_LIST,,<class 'str'>
IOC:LAS:LHN:SR620:04:PVAS_BEACON_PERIOD,,<class 'str'>
IOC:LAS:LHN:SR620:04:PVAS_BROADCAST_PORT,,<class 'str'>
IOC:LAS:LHN:SR620:04:PVAS_SERVER_PORT,,<class 'str'>
LAS:FS14:CNT:TI:IDStr,"StanfordResearchSystems,SR620,06454,1.4",<class 'str'>
